scansci Spectrometer Data File
--- Measurement Setting ---
Type: Sample Spectrum
Date: Fri Nov 29 18:32:13 2024
User: (Reserved by scansci)
Serial: (Reserved by scansci)
Channel: No. 11
Integration Time: 100
Average: 10
Boxcar: 1
Electrical Dark: No-corrected
Time Normalize: (Reserved by scansci)
Dual-beam: (Reserved by scansci)
Reference Ch: (Reserved by scansci)
--- Measurement Data ---
Pixel   Wavelength   Intensity
 1119       813.11      2011.03
 1120      813.474      2041.97
 1121      813.839      2069.97
 1122      814.203      2096.97
 1123      814.567      2126.87
 1124      814.931      2164.23
 1125      815.295      2208.23
 1126      815.659      2251.43
 1127      816.022       2291.3
 1128      816.386       2327.6
 1129      816.749         2369
 1130      817.113      2417.07
 1131      817.476      2462.47
 1132      817.839      2500.47
 1133      818.202         2533
 1134      818.565      2563.47
 1135      818.928       2592.2
 1136      819.291      2620.87
 1137      819.653      2653.37
 1138      820.016      2693.03
 1139      820.378      2735.73
 1140       820.74      2779.97
 1141      821.102         2827
 1142      821.464      2875.73
 1143      821.826      2919.97
 1144      822.188      2954.93
 1145       822.55      2984.53
 1146      822.912       3017.7
 1147      823.273      3065.43
 1148      823.634       3128.6
 1149      823.996      3197.87
 1150      824.357       3257.4
 1151      824.718      3303.73
 1152      825.079      3342.73
 1153       825.44       3387.8
 1154      825.801      3444.57
 1155      826.161      3502.97
